凉亭	pavilion
在此	here
升迁	promote
胶状	colloid
多元性	diversity
堀	cave
缺失	deficiency
消蚀	erosion
禁忌	taboo
常规	routine
向	towards
科	laws
舒缓	relaxed
影	shadow
风光	sight
易	easy
机会主义	opportunism
新兴	rising
般	manner
成果	profit
咳	cough
合宜	appropriate
过错	fault
惯例	convention
电邮	email
陶土	kaolin
药局	pharmacy
碧瓦	green
高远	lofty
为期	by
白兰地	brandy
商品	merchandise
任意	arbitrary
符	sign
绪论	introduction
同性恋	homosexuality
移动	mobile
小鸡	chick
虚	void
积	product
体感	somatosensory
转好	improvement
屡教不改	incorrigible
灵感	inspiration
说道	reason
贝司	bass
草	grass
凶险	dangerous
房子	room
基底	plinth
幽灵	ghost
迷离	blurred
可好	luckily
光膀子	bare-chested
逼真	distinctly
饶	exuberant
血管	vein
陡然	unexpectedly
香	sound
坯	blank
强势	intensive
才干	competence
宜人	pleasant
孜孜不倦	assiduous
镐	bright
无精症	azoospermia
建筑学	architectural
摘译	quoted
佳妙	beautiful
夜鹰	nightjar
有利	advantageous
毫不留情	relentless
变种	mutation
最后	ultimate
浪费者	waster
公路	highway
茄克衫	jacket
鼠尾草	sage
形制	design
女友	girlfriend
节略	abbreviation
翼	wing
便宜	convenient
天平动	libration
年轻人	youngster
衣钵	legacy
欣然	gladly
残忍	mean
白话	vernacular
颤音	trill
投手	thrower
聘任	appointed
餐厅	restaurant
统一性	unity
雪橇	sled
芬芳	perfume
相	mutually
光光	shiny
单位	unit
魁伟	stalwart
旺盛	exuberant
主人	owner
接着	then
黏	glutinous
糊涂	confused
枫木	maple
导演	director
图例	legend
通畅	unobstructed
任务	duty
智慧	knowledge
选民	constituency
粉红	pink
狗屎	bullshit
低谷	valley
马戏团	circus
裂隙	crevice
咖啡屋	café
善款	donations
侦探	detective
光彩	luster
诀窍	secret
囿	park
靠谱	reliable
阿贝尔	abelian
黑暗	darkly
不可避免	unavoidably
冗长	supernumerary
真是	indeed
房主	landlord
过头	overhead
心志	will
晴雨	barometer
街头	street
直接	directly
衣冠楚楚	dapper
神经	unhinged
兵卒	soldiers
恐龙	dinosaur
三棱镜	prism
头儿	leader
完备	faultless
受虐狂	masochism
斑块	plaque
卡帕	kappa
芭蕾舞	ballet
差异	discrepancy
尾声	coda
老龄	aged
连锁	chain
邪	evil
额定	rated
宅院	house
输水管	pipeline
无意间	inadvertently
图章	stamp
该当	should
悲悯	compassionate
即位	accession
荒唐	intemperate
右派	right
静态	steady-state
血亏	anemia
零星	sporadic
松软	flexible
扫雷舰	minesweeper
枪子	bullet
冻土	permafrost
鱿鱼	squid
苏丹	sultan
颠三倒四	confused
乎	from
踺子	somersault
非法定	non-statutory
机踏车	motorcycle
后续	follow-up
饶舌	talkative
京	big
血本	capital
桩	stake
看台	terrace
后代	progeny
一旦	when
品节	character
提包	handbag
鹰嘴豆	chickpea
物资	goods
背囊	knapsack
前缀	prefix
条文	clause
阿拉	me
火辣辣	provocative
名贵	rare
一身是胆	intrepid
至	most
瑕	blemish
镍	nickel
优等	superior
委托书	authorization
外来人	foreigner
粗心大意	careless
下方	below
发病	onset
野蛮	barbarous
心律不齐	arrhythmia
驼鹿	moose
皮质醇	cortisol
预热	warm-up
签条	tag
蛮	reckless
贫困	poverty
声响	sound
尖刀	dagger
可笑	funny
大主教	archbishop
颖	tip
成绩	achievement
电匠	electrician
沼	pond
保育	childcare
难看	ugly
难	difficulty
切切	eagerly
射影	projection
备用	spare
曾孙女	great-granddaughter
西面	west
堪	may
严正	solemn
仔	young
甚或	even
权利	right
正色	unflinching
词汇	vocabulary
堂堂正正	impressive
打印机	printer
失读症	alexia
座子	plinth
皮子	skin
可怕	fearful
观	outlook
集料	aggregate
残垣	ruins
俞	yes
钟楼	campanile
终局	conclusion
大肆	unbridled
一品	first-rate
联系	connection
有的	some
易接近	accessible
下贱	depraved
兰姆酒	rum
忠诚	loyalty
臣仆	servant
日记	diary
透彻	penetrating
魑魅	demon
纤体	slimming
讲	lecture
愕然	stunned
帮手	assistant
勍	violent
松节油	turpentine
满满登登	ample
泰然	calm
骨感	skinny
程	order
军士	soldier
不可置信	unbelievable
荒草	brush
隘	pass
皎	white
谈判	talks
四条	quads
集体	social
物镜	objective
云端	cloud
斑纹	streak
痴	foolish
金融	banking
梦乡	slumberland
地震学	seismology
下挫	decline
探头	detector
呈文	petition
微薄	scanty
瞑想	contemplation
啫哩	jelly
半圆形	semi-circular
车	rook
演讲	lecture
籽	seeds
小册子	booklet
倪	bound
平移	translation
磨练	endurance
神态	look
师傅	master
虚荣	vanity
道德	virtue
破烂	worn-out
合理性	rationality
多工	multiple
上面	above-mentioned
长篇	lengthy
肥美	luxuriant
宠儿	pet
造船所	shipyard
病室	infirmary
口若悬河	eloquent
实惠	cheap
橡皮	rubber
反观	subjectively
寒心	disillusioned
感谢	thanks
臭烘烘	stinking
毫	hair
战舰	battleship
肉豆蔻	mace
颇	considerably
纵	warp
单薄	weak
冠	hat
函	case
萨克斯管	sax
终期	final
臆测	assumption
现今	now
雀鸟	bird
指挥家	conductor
枢轴	fulcrum
过气	has-been
助词	particle
硫黄	sulfur
意大利面	pasta
陌生	unfamiliar
有色	non-ferrous
雾蒙蒙	foggy
重望	expectations
谁	who
尾翼	fins
亭	erect
发热	feverish
仁慈	charitable
聚落	village
走	through
最优	optimum
心细	scrupulous
数目	number
决议	decision
步子	pace
怪咖	freak
族	race
芜杂	miscellaneous
奖项	award
整形	reshaping
广大	numerous
幻	fantasy
獐	roebuck
毐	adulterer
脊梁	backbone
主宰	master
辉石	augite
罗纹	rib
鲜明	bright
对应	corresponding
类型	genre
蜂群	swarm
浅易	simple
空头	so-called
年少	young
甜头	benefit
虎虎	formidable
没什么	nothing
句	clause
汗毛	down
同名	homonymous
必须	necessarily
基石	cornerstone
筹	ticket
通路	passage
按日	daily
愣	blank
橘色	orange
彼	those
之内	within
鲔鱼	tuna
小屋	cottage
疑问句	question
战事	fighting
全身	em
可编程	programmable
名	place
共和	republic
痕	traces
殆	dangerous
骇人听闻	atrocious
架	rack
硫磺	sulfur
耿耿	devoted
事业	activity
冬令	winter
某人	someone
典藏	collection
约会	engagement
花商	florist
愁肠	worries
四强	semifinals
报告员	announcer
影子	indication
光大	splendid
大大	greatly
达菲	oseltamivir
折光	refraction
巴松	bassoon
班级	class
丢失	lost
创始人	founder
喷头	nozzle
照片	picture
无表情	expressionless
法定	statutory
素描	sketch
见闻	knowledge
无情	pitiless
乐团	band
凋零	wilted
捷	nimble
铧	plowshare
锋	forward
无力	powerless
交易	transaction
水獭	otter
造船厂	shipyard
假定	so-called
分娩	delivery
有助	helpful
曾经	former
微弱	weak
劲	mood
光滑	smooth
四分之一	one-quarter
红茶菌	kombucha
维管	vascular
倘或	if
晕	giddy
花销	expenses
麝猫	civet
游标	vernier
型态	type
疏淡	thin
精致	refined
大锅	cauldron
获奖者	laureate
用功	industrious
难处	difficulty
动人	moving
小学生	beginner
邪门	strange
包工	contractor
王公	aristocrat
门洞	archway
仁术	kindness
层楼	pagoda
寇	foe
法式	model
熊猫	panda
安宁	tranquil
桓	big
密闭	sealed
骨病	osteopathy
车	machine
银屑病	psoriasis
忧郁症	depression
恼火	irritated
吉祥	lucky
规律	rule
石板	slab
混蛋	scoundrel
公	common
懈怠	lazy
卵形	egg-shaped
不妥协	uncompromising
会计	accounting
啷	bang
藩篱	hedge
锅炉	boiler
凶杀	assassination
夹具	fixture
难闻	stink
后脑	hindbrain
哀	pity
证券	certificate
风范	air
伞	parasol
演变	evolution
悬疑	suspense
露台	balcony
输水管	pipe
换算	conversion
残忍	ruthless
刀子	knife
命	fate
反角	villain
特快	express
能	ability
渊远	profound
侈	wasteful
糖蜜	molasses
惊艳	stunning
启示	revelation
医务室	infirmary
步调	pace
再者	besides
食用	edible
怪	strange
冰晶石	cryolite
坟场	cemetery
圆满	consummate
伪经	pseudepigrapha
牵涉	implicated
捷	nimble
属	genus
谆谆	earnest
脚脖子	ankle
钙华	tufa
封皮	cover
脆	brittle
雨燕	swift
花岗石	granite
厚重	generous
考量	consideration
迪厅	disco
鼎鼎大名	famous
自在	comfortable
格	frame
疏离	alienation
池子	stalls
纬	latitude
蜕变	degeneration
动荡	commotion
头道	first
声	voice
顿然	suddenly
海岸线	coastline
脊索	notochord
罐	pot
标题	caption
枕	pillow
素朴	naive
低地	lowland
院长	dean
受辱	disgraced
隔绝	isolated
隘	narrow
牧人	pastoral
重望	renowned
稀缺	scarce
斐然	remarkable
幻想	delusion
生命力	vitality
腻	intimate
穷	destitute
头脑	boss
辩证	dialectical
扎营	stationed
机谋	stratagem
电容器	capacitor
海狸	beaver
共振	resonance
拘礼	punctilious
带	tire
雪暴	snowstorm
形容	look
牵引车	tractor
山洞	cavern
牦牛	yak
迫促	pressing
厢	side
指数	exponent
本	origin
小妹	girl
可恃	reliable
反证	rebuttal
强项	specialty
忏	repent
心上人	sweetheart
望楼	watchtower
指甲盖	fingernail
雄健	robust
黑手党	mafia
铁轨	rail
周转	circulation
精确度	accuracy
光标	cursor
假意	insincerity
表现	show
可亲	nice
霉菌	mold
身手	agility
梯形	terraced
渐弱	diminuendo
炽烈	flaming
毒	poisonous
牢骚	discontent
选择性	selective
监护人	guardian
诫	commandment
狂言	ravings
十八	eighteen
瓶	vase
附属物	attachment
迂	pedantic
漠然	apathetic
滞胀	stagflation
波澜	billows
有序	successive
厥	their
精瘦	slender
坟	embankment
还有	furthermore
纤巧	dainty
入味	interesting
帆布	canvas
灾	disaster
蕨类	fern
投手	pitcher
陈年	old
新郎	bridegroom
预设	presupposition
月分	month
后空翻	backflip
重	re-
龙钟	decrepit
降雨量	precipitation
订书机	stapler
头骨	skull
集材	logging
疚	guilt
令状	writ
固化	solidification
回响	echo
烟酸	niacin
较比	relatively
淫靡	lascivious
圈套	snare
赤	bare
日本刀	katana
偏偏	unfortunately
活泼	vivacious
特发性	idiopathic
警标	buoy
颈链	necklace
下	lower
甘蓝菜	cabbage
经常	everyday
蜂蜡	beeswax
积极性	enthusiasm
混音	mixing
秧子	bud
一清二白	unimpeachable
初	first
喷火	flaming
统帅	commander-in-chief
伏线	foreshadowing
伪	bogus
科学	science
手段	trick
深层	deep-seated
迭	alternately
猪草	ragweed
小屋	lodge
元	original
僧院	abbey
兼容并包	all-embracing
照像机	camera
劫车	carjacking
健身房	gymnasium
密不可分	inseparable
橡皮擦	eraser
嘹	cry
不赖	good
汹	tumultuous
酸	sour
脸蛋	face
钙	calcium
模型	matrix
巨集	macro
偏移	displacement
异教徒	heretic
正中	nub
兵戈	war
作假	fraudulent
居	restaurant
乳液	lotion
皮肉	physical
迂远	impractical
运出	shipment
紫晶	amethyst
凸	convex
窗口	window
好辩	quarrelsome
悬浮	suspension
昏沉	dazed
菠菜	spinach
凄	mournful
客制化	customization
玉髓	agate
不韪	fault
锤	weight
武装	armed
停当	accomplished
兽行	bestiality
装置物	fixture
恶	ashamed
向斜	syncline
粉头	prostitute
格外	especially
胡	whiskers
好在	luckily
率直	frank
闻名于世	world-famous
进步	improvement
心路	tolerance
男儿	son
礁湖	lagoon
风月	romance
心意	regard
便秘	constipation
帐	canopy
可恶	repulsive
大规模	extensive
厮	guy
咒语	curse
堙	close
适意	agreeable
天良	conscience
厂子	depot
原动力	agent
地层	stratum
严	father
无牙	ineffectual
粪肥	dung
狂想	illusion
出入口	gateway
队列	alignment
懈	lax
金红石	rutile
木讷	inarticulate
集电弓	pantograph
佳丽	beauty
回味无穷	memorable
昨儿	yesterday
崭	very
场面	occasion
干枯	withered
职分	duty
冻雨	sleet
严谨	careful
矩阵	array
愣	rashly
规律	discipline
淘客	talk
喜	delight
活性剂	reagent
高大	tall
如花	flowery
辙	rut
相对论性	relativistic
反应炉	reactor
辛酸	miserable
巨大	gigantic
像章	insignia
可能	maybe
绰号	nickname
失格	disqualification
班次	grade
弥	more
行踪	track
韵	vowel
标记	mark
口服	oral
韵母	rhyme
领袖	leader
邦国	state
生态学	ecology
一夫一妻	monogamy
煤油	kerosene
桥接器	bridge
真率	straightforward
房子	house
聋	deaf
迷茫	bewildered
耒耜	plow
落水	overboard
钉子	nail
遗孀	widow
未竟	incomplete
副驾驶	copilot
另类	avant-garde
额定	specified
靠近	near
乒乓	ping-pong
纵向	longitudinal
时刻	juncture
谷粒	grain
肃静	peaceful
稿件	manuscript
技巧	skill
林学	forestry
十字	cross-shaped
湿地	wetland
主要	principal
密致	dense
泥刀	trowel
米粥	congee
蜿蜒	winding
社会主义	socialism
欢快	lively
小朋友	child
泥	restrained
乎	in
气息	breath
猴子	monkey
胪	belly
月度	monthly
冠冕堂皇	dignified
牙冠	crown
毛细孔	pore
江畔	riverbank
中声	medial
怯生	shy
畅通	free-flowing
兹	here
实验所	laboratory
羸弱	weak
库房	warehouse
疑似	deceptive
单倍体	haploid
配件	part
举动	move
朝代	dynasty
菜馆	restaurant
早饭	breakfast
光景	about
高明	superior
排行	ranking
睡椅	couch
安谧	peaceful
情报	intelligence
大篷车	schooner
功课	task
滑雪板	ski
鸁	wren
丝袜	pantyhose
愤懑	depressed
抽头	drawer
章则	rule
义勇	courageous
证明	identification
卖场	store
经理	manager
饭菜	food
傻帽	foolish
土语	dialect
平面	plane
合众	united
标准	criterion
贞操	chastity
自制	handmade
渍	floodwater
出口商	exporter
凶	inauspicious
后记	afterword
原先	originally
修养	self-cultivation
大陆	continent
潜	latent
文抄公	plagiarist
旅程	trip
龊	filthy
头	side
成因	cause
橙色	orange
熟练	proficient
脓痂疹	impetigo
衲	cassock
厚脸皮	impudent
有力	powerful
荣辱	reputation
均匀	well-proportioned
包间	booth
损人	humiliating
譬喻	analogy
臀部	buttocks
约略	rough
致密	compact
朝	dynasty
即	i.e.
咎	calamity
悍勇	intrepid
空置	unused
纬	woof
邪道	fornication
娇气	delicate
圣地	shrine
拮	pressed
名词	noun
私立	private
休眠	inactive
都市	city
年中	mid-year
过于	excessively
中坚	backbone
盗贼	robber
控罪	accusation
次元	dimension
鬼扯	nonsense
阜	abundant
作用力	effort
版画	print
败血症	septicaemia
诈欺	deception
制式化	standardization
不加	un-
邻里	neighborhood
请看	vide
好处	advantage
挥霍	extravagant
浆果	berry
冷僻	unfamiliar
睫毛膏	mascara
神气	vigorous
走廊	hallway
绒布	flannel
正宗	genuine
无人	uninhabited
隐君子	recluse
初始化	initialization
渎	ditch
微电子	microelectronics
邻里	neighbor
误点	delayed
教长	dean
顶级	first-rate
奭	angry
湜	pure
介质	medium
合辑	compilation
有意思	interesting
纸夹	paperclip
勤恳	assiduous
杀手	killer
日常	daily
中继器	repeater
坷	uneven
玉	jade
涩	astringent
残	cruel
三明治	sandwich
神汉	sorcerer
高球	lob
红花	safflower
凛	imposing
执事	deacon
图表	diagram
脑膜	meninges
盐	salt
呐喊	shout
殴打	battery
背运	unlucky
勃勃	vigorous
到头来	finally
老视	presbyopia
普西	psi
贱货	slut
卓识	sagacity
斗牛	bullfighting
行事	conduct
脚印	footprint
康	healthy
原野	plain
扰动	disturbance
津津	enthusiastic
宽容	tolerant
散兵	stragglers
口供	statement
感激	thankful
矫揉造作	affectation
效验	result
里人	peasant
舒心	comfortable
洗手间	toilet
年长	senior
结实	durable
周边	surroundings
食肆	eatery
钱钞	money
压不碎	unbreakable
无道	tyrannical
各	each
左	left
熏陶	influence
假的	phoney
瑚	coral
稀烂	pulpy
自主	autonomous
凝缩	concentration
训条	instruction
人犯	culprit
弱点	failing
拟态	camouflage
申请人	applicant
速	rapid
劳	labor
玮	precious
超能力	superpower
主要	main
炭疽	bacillus
双人	pair
疆界	boundary
磁	porcelain
高耸	erect
庐	hut
极为	exceedingly
光磁	magneto-optical
傎	mistake
花炮	firecracker
马镫	stirrup
微扰	perturbation
自尊	pride
纬纱	weft
老	venerable
载体	carrier
讯	fast
还	fairly
隔绝	disconnected
反射	reflex
咖啡店	café
夙夜	always
担子	task
时装	fashion
始发	originating
腰子	kidney
果	resolute
密切	close
公事	official
旅舍	hostel
玛卡	maca
混和	mixture
霉雨	monsoon
水稻	rice
零	nought
虾子	shrimp
喨	clear
号子	mark
版	version
总集	anthology
搒	oar
残毒	cruelty
束	bunch
长队	queue
人物	character
污糟	gross
东	host
卫生套	condom
分叉	bifurcation
憧	unsettled
冒昧	presumptuous
凋	withered
马夫	procurer
活期	current
投票权	suffrage
情理	sense
球体	spheroid
竞赛者	player
温度	temperature
间隙	interval
明了	clear
点缀	sprinkled
副秘书长	vice-secretary
干旱	drought
航空港	airfield
奇缺	deficit
面	soft
崔巍	towering
定式	joseki
鬣狗	hyena
探子	scout
干巴巴	parched
入世	secular
行语	cant
奇异	fantastic
如何	what
相似性	similarity
垛	target
款新	new
手倒立	handstand
并肩	alongside
量程	range
唑	azole
缩约	abbreviation
共和	republicanism
十六	16
混蛋	wretch
产生	generation
空想	daydream
摆龙门阵	chat
埶	art
贷	leniency
行列	ranks
定势	mindset
孰	which
持久	persistence
走向	strike
奇闻	anecdote
角	angle
中兴	recovery
忍冬	honeysuckle
途人	passer-by
鲱鱼	herring
半拉	half
台子	desk
瀚	ocean
暴君	tyrant
亲生	biological
裤	pants
演出	concert
榨汁机	blender
臧	good
米粒	granule
潜能	potential
大公司	corporation
宽厚	generous
比对	comparison
